Model,MDO3034
-2.035400e-04,-1.21281
-2.035360e-04,-1.25406
-2.035320e-04,-1.21719
-2.035280e-04,-1.26031
-2.035240e-04,-1.235
-2.035200e-04,-1.24078
-2.035160e-04,-1.21406
-2.035120e-04,-1.22406
-2.035080e-04,-1.22641
-2.035040e-04,-1.24469
-2.035000e-04,-1.22687
-2.034960e-04,-1.21391
-2.034920e-04,-1.20141
-2.034880e-04,-1.23906
-2.034840e-04,-1.21797
-2.034800e-04,-1.23672
-2.034760e-04,-1.20469
-2.034720e-04,-1.20719
-2.034680e-04,-1.23641
-2.034640e-04,-1.22625
-2.034600e-04,-1.2275
-2.034560e-04,-1.22906
-2.034520e-04,-1.20156
-2.034480e-04,-1.22234
-2.034440e-04,-1.20531
-2.034400e-04,-1.21016
-2.034360e-04,-1.26125
-2.034320e-04,-1.17609
-2.034280e-04,-1.23109
-2.034240e-04,-1.21844
-2.034200e-04,-1.215
-2.034160e-04,-1.23609
-2.034120e-04,-1.20406
-2.034080e-04,-1.22687
-2.034040e-04,-1.21078
-2.034000e-04,-1.19844
-2.033960e-04,-1.19719
-2.033920e-04,-1.22656
-2.033880e-04,-1.22016
-2.033840e-04,-1.20641
-2.033800e-04,-1.2125
-2.033760e-04,-1.23672
-2.033720e-04,-1.19516
-2.033680e-04,-1.19875
-2.033640e-04,-1.21797
-2.033600e-04,-1.21547
-2.033560e-04,-1.20047
-2.033520e-04,-1.23859
-2.033480e-04,-1.21922
-2.033440e-04,-1.20297
-2.033400e-04,-1.18672
-2.033360e-04,-1.22188
-2.033320e-04,-1.18922
-2.033280e-04,-1.17938
-2.033240e-04,-1.20422
-2.033200e-04,-1.19203
-2.033160e-04,-1.19844
-2.033120e-04,-1.19234
-2.033080e-04,-1.20484
-2.033040e-04,-1.22172
-2.033000e-04,-1.18562
-2.032960e-04,-1.19703
-2.032920e-04,-1.17031
-2.032880e-04,-1.18219
-2.032840e-04,-1.21422
-2.032800e-04,-1.20922
-2.032760e-04,-1.16578
-2.032720e-04,-1.18156
-2.032680e-04,-1.18859
-2.032640e-04,-1.17328
-2.032600e-04,-1.20406
-2.032560e-04,-1.21125
-2.032520e-04,-1.18922
-2.032480e-04,-1.18859
-2.032440e-04,-1.18437
-2.032400e-04,-1.20766
-2.032360e-04,-1.19516
-2.032320e-04,-1.18219
-2.032280e-04,-1.21453
-2.032240e-04,-1.16781
-2.032200e-04,-1.20703
-2.032160e-04,-1.2075
-2.032120e-04,-1.18047
-2.032080e-04,-1.18703
-2.032040e-04,-1.19203
-2.032000e-04,-1.18453
-2.031960e-04,-1.18875
-2.031920e-04,-1.16469
-2.031880e-04,-1.18391
-2.031840e-04,-1.18141
-2.031800e-04,-1.18281
-2.031760e-04,-1.20781
-2.031720e-04,-1.17922
-2.031680e-04,-1.19828
-2.031640e-04,-1.18141
-2.031600e-04,-1.18641
-2.031560e-04,-1.19516
-2.031520e-04,-1.1575
-2.031480e-04,-1.17781
-2.031440e-04,-1.16141
-2.031400e-04,-1.1875
-2.031360e-04,-1.16156
-2.031320e-04,-1.20609
-2.031280e-04,-1.19391
-2.031240e-04,-1.17328
-2.031200e-04,-1.16984
-2.031160e-04,-1.16156
-2.031120e-04,-1.16625
-2.031080e-04,-1.17609
-2.031040e-04,-1.16641
-2.031000e-04,-1.15797
-2.030960e-04,-1.18875
-2.030920e-04,-1.185
-2.030880e-04,-1.15609
-2.030840e-04,-1.17219
-2.030800e-04,-1.16109
-2.030760e-04,-1.16391
-2.030720e-04,-1.16234
-2.030680e-04,-1.16094
-2.030640e-04,-1.16063
-2.030600e-04,-1.18484
-2.030560e-04,-1.15906
-2.030520e-04,-1.16078
-2.030480e-04,-1.16063
-2.030440e-04,-1.16516
-2.030400e-04,-1.15203
-2.030360e-04,-1.14703
-2.030320e-04,-1.16234
-2.030280e-04,-1.1575
-2.030240e-04,-1.15688
-2.030200e-04,-1.1875
-2.030160e-04,-1.19344
-2.030120e-04,-1.15969
-2.030080e-04,-1.1525
-2.030040e-04,-1.15922
-2.030000e-04,-1.13422
-2.029960e-04,-1.14625
-2.029920e-04,-1.16016
-2.029880e-04,-1.15359
-2.029840e-04,-1.15344
-2.029800e-04,-1.15344
-2.029760e-04,-1.15031
-2.029720e-04,-1.14984
-2.029680e-04,-1.15453
-2.029640e-04,-1.15672
-2.029600e-04,-1.14672
-2.029560e-04,-1.14906
-2.029520e-04,-1.15125
-2.029480e-04,-1.15
-2.029440e-04,-1.18
-2.029400e-04,-1.16781
-2.029360e-04,-1.15797
-2.029320e-04,-1.175
-2.029280e-04,-1.12969
-2.029240e-04,-1.13047
-2.029200e-04,-1.16234
-2.029160e-04,-1.14797
-2.029120e-04,-1.12891
-2.029080e-04,-1.14078
-2.029040e-04,-1.15375
-2.029000e-04,-1.14
-2.028960e-04,-1.14594
-2.028920e-04,-1.15
-2.028880e-04,-1.12328
-2.028840e-04,-1.14375
-2.028800e-04,-1.17891
-2.028760e-04,-1.10672
-2.028720e-04,-1.16406
-2.028680e-04,-1.15688
-2.028640e-04,-1.10578
-2.028600e-04,-1.13641
-2.028560e-04,-1.13531
-2.028520e-04,-1.13766
-2.028480e-04,-1.14891
-2.028440e-04,-1.13344
-2.028400e-04,-1.15187
-2.028360e-04,-1.10656
-2.028320e-04,-1.12281
-2.028280e-04,-1.14406
-2.028240e-04,-1.11422
-2.028200e-04,-1.14547
-2.028160e-04,-1.14922
-2.028120e-04,-1.11297
-2.028080e-04,-1.13672
-2.028040e-04,-1.10187
-2.028000e-04,-1.13734
-2.027960e-04,-1.12375
-2.027920e-04,-1.11031
-2.027880e-04,-1.13547
-2.027840e-04,-1.11281
-2.027800e-04,-1.12172
-2.027760e-04,-1.14281
-2.027720e-04,-1.11266
-2.027680e-04,-1.11859
-2.027640e-04,-1.14719
-2.027600e-04,-1.12406
-2.027560e-04,-1.13172
-2.027520e-04,-1.11969
-2.027480e-04,-1.13859
-2.027440e-04,-1.10828
-2.027400e-04,-1.12844
-2.027360e-04,-1.12219
-2.027320e-04,-1.11422
-2.027280e-04,-1.12391
-2.027240e-04,-1.10375
-2.027200e-04,-1.12797
-2.027160e-04,-1.1275
-2.027120e-04,-1.13516
-2.027080e-04,-1.11719
-2.027040e-04,-1.13344
-2.027000e-04,-1.12266
-2.026960e-04,-1.10187
-2.026920e-04,-1.12125
-2.026880e-04,-1.10719
-2.026840e-04,-1.10297
-2.026800e-04,-1.1125
-2.026760e-04,-1.10813
-2.026720e-04,-1.11172
-2.026680e-04,-1.10422
-2.026640e-04,-1.12844
-2.026600e-04,-1.13187
-2.026560e-04,-1.08656
-2.026520e-04,-1.12859
-2.026480e-04,-1.08906
-2.026440e-04,-1.11141
-2.026400e-04,-1.105
-2.026360e-04,-1.10734
-2.026320e-04,-1.10156
-2.026280e-04,-1.09125
-2.026240e-04,-1.12375
-2.026200e-04,-1.09594
-2.026160e-04,-1.08391
-2.026120e-04,-1.10391
-2.026080e-04,-1.08266
-2.026040e-04,-1.08406
-2.026000e-04,-1.08516
-2.025960e-04,-1.07766
-2.025920e-04,-1.10578
-2.025880e-04,-1.08047
-2.025840e-04,-1.07891
-2.025800e-04,-1.08594
-2.025760e-04,-1.06969
-2.025720e-04,-1.09266
-2.025680e-04,-1.08172
-2.025640e-04,-1.10016
-2.025600e-04,-1.10813
-2.025560e-04,-1.08516
-2.025520e-04,-1.10734
-2.025480e-04,-1.08625
-2.025440e-04,-1.08109
-2.025400e-04,-1.08922
-2.025360e-04,-1.08625
-2.025320e-04,-1.07906
-2.025280e-04,-1.05953
-2.025240e-04,-1.09969
-2.025200e-04,-1.09031
-2.025160e-04,-1.06984
-2.025120e-04,-1.07781
-2.025080e-04,-1.09
-2.025040e-04,-1.09906
-2.025000e-04,-1.11984
-2.024960e-04,-1.08391
-2.024920e-04,-1.10031
-2.024880e-04,-1.08359
-2.024840e-04,-1.08438
-2.024800e-04,-1.06953
-2.024760e-04,-1.07703
-2.024720e-04,-1.07078
-2.024680e-04,-1.07953
-2.024640e-04,-1.07016
-2.024600e-04,-1.10766
-2.024560e-04,-1.06563
-2.024520e-04,-1.07875
-2.024480e-04,-1.0675
-2.024440e-04,-1.04906
-2.024400e-04,-1.09156
-2.024360e-04,-1.07438
-2.024320e-04,-1.06797
-2.024280e-04,-1.07516
-2.024240e-04,-1.06609
-2.024200e-04,-1.07953
-2.024160e-04,-1.10203
-2.024120e-04,-1.05188
-2.024080e-04,-1.07547
-2.024040e-04,-1.08625
-2.024000e-04,-1.07859
-2.023960e-04,-1.07109
-2.023920e-04,-1.07125
-2.023880e-04,-1.07297
-2.023840e-04,-1.06328
-2.023800e-04,-1.06297
-2.023760e-04,-1.07969
-2.023720e-04,-1.06656
-2.023680e-04,-1.05812
-2.023640e-04,-1.07734
-2.023600e-04,-1.02891
-2.023560e-04,-1.07625
-2.023520e-04,-1.06766
-2.023480e-04,-1.05047
-2.023440e-04,-1.08031
-2.023400e-04,-1.03156
-2.023360e-04,-1.07188
-2.023320e-04,-1.04547
-2.023280e-04,-1.04031
-2.023240e-04,-1.08594
-2.023200e-04,-1.06984
-2.023160e-04,-1.05656
-2.023120e-04,-1.05781
-2.023080e-04,-1.05469
-2.023040e-04,-1.06469
-2.023000e-04,-1.06422
-2.022960e-04,-1.06484
-2.022920e-04,-1.04062
-2.022880e-04,-1.04031
-2.022840e-04,-1.04109
-2.022800e-04,-1.04094
-2.022760e-04,-1.07125
-2.022720e-04,-1.04516
-2.022680e-04,-1.05844
-2.022640e-04,-1.06
-2.022600e-04,-1.05266
-2.022560e-04,-1.05563
-2.022520e-04,-1.05547
-2.022480e-04,-1.02516
-2.022440e-04,-1.07109
-2.022400e-04,-1.04703
-2.022360e-04,-1.03984
-2.022320e-04,-1.0375
-2.022280e-04,-1.03234
-2.022240e-04,-1.07406
-2.022200e-04,-1.04688
-2.022160e-04,-1.02797
-2.022120e-04,-1.05406
-2.022080e-04,-1.04375
-2.022040e-04,-1.02156
-2.022000e-04,-1.0425
-2.021960e-04,-1.03219
-2.021920e-04,-1.02141
-2.021880e-04,-1.02937
-2.021840e-04,-1.05234
-2.021800e-04,-1.02984
-2.021760e-04,-1.02453
-2.021720e-04,-1.04547
-2.021680e-04,-1.0275
-2.021640e-04,-1.05172
-2.021600e-04,-1.00641
-2.021560e-04,-1.03969
-2.021520e-04,-1.00344
-2.021480e-04,-1.03047
-2.021440e-04,-1.04125
-2.021400e-04,-1.05078
-2.021360e-04,-1.04922
-2.021320e-04,-1.01531
-2.021280e-04,-1.01687
-2.021240e-04,-1.05172
-2.021200e-04,-1.035
-2.021160e-04,-1.02906
-2.021120e-04,-0.999063
-2.021080e-04,-1.05406
-2.021040e-04,-1.00516
-2.021000e-04,-1.03797
-2.020960e-04,-1.02687
-2.020920e-04,-1.00906
-2.020880e-04,-1.01078
-2.020840e-04,-1.03094
-2.020800e-04,-1.01156
-2.020760e-04,-1.05344
-2.020720e-04,-1.03547
-2.020680e-04,-1.04141
-2.020640e-04,-1.01156
-2.020600e-04,-1.00281
-2.020560e-04,-1.00156
-2.020520e-04,-0.996406
-2.020480e-04,-1.03625
-2.020440e-04,-0.993125
-2.020400e-04,-1.02141
-2.020360e-04,-1.00703
-2.020320e-04,-0.999375
-2.020280e-04,-0.997969
-2.020240e-04,-1.02266
-2.020200e-04,-1.02531
-2.020160e-04,-1.03641
-2.020120e-04,-0.975781
-2.020080e-04,-1.02984
-2.020040e-04,-0.999219
-2.020000e-04,-0.960938
-2.019960e-04,-1.01969
-2.019920e-04,-0.992812
-2.019880e-04,-0.995781
-2.019840e-04,-1.02625
-2.019800e-04,-0.990781
-2.019760e-04,-1.0125
-2.019720e-04,-0.991563
-2.019680e-04,-1.01922
-2.019640e-04,-1.01969
-2.019600e-04,-1.00984
-2.019560e-04,-1.01188
-2.019520e-04,-1.01937
-2.019480e-04,-1
-2.019440e-04,-1.03906
-2.019400e-04,-1.00406
-2.019360e-04,-1.02516
-2.019320e-04,-0.985625
-2.019280e-04,-0.996875
-2.019240e-04,-0.993594
-2.019200e-04,-0.992344
-2.019160e-04,-1.01625
-2.019120e-04,-1.00234
-2.019080e-04,-0.988594
-2.019040e-04,-0.977812
-2.019000e-04,-0.993906
-2.018960e-04,-0.995938
-2.018920e-04,-0.985781
-2.018880e-04,-0.981406
-2.018840e-04,-0.996875
-2.018800e-04,-0.984219
-2.018760e-04,-0.979375
-2.018720e-04,-0.987187
-2.018680e-04,-0.993906
-2.018640e-04,-0.968281
-2.018600e-04,-0.98125
-2.018560e-04,-0.977031
-2.018520e-04,-0.97875
-2.018480e-04,-0.99625
-2.018440e-04,-1.01234
-2.018400e-04,-0.979531
-2.018360e-04,-0.993125
-2.018320e-04,-0.962187
-2.018280e-04,-1.00031
-2.018240e-04,-0.980938
-2.018200e-04,-0.949219
-2.018160e-04,-0.992656
-2.018120e-04,-0.96125
-2.018080e-04,-0.982187
-2.018040e-04,-0.975156
-2.018000e-04,-0.9875
-2.017960e-04,-0.979688
-2.017920e-04,-0.935781
-2.017880e-04,-0.991406
-2.017840e-04,-1.00203
-2.017800e-04,-0.982656
-2.017760e-04,-0.962656
-2.017720e-04,-0.97875
-2.017680e-04,-0.994063
-2.017640e-04,-0.969688
-2.017600e-04,-0.979531
-2.017560e-04,-0.989063
-2.017520e-04,-0.991094
-2.017480e-04,-0.974219
-2.017440e-04,-0.953906
-2.017400e-04,-0.988281
-2.017360e-04,-1.00031
-2.017320e-04,-0.950156
-2.017280e-04,-0.977187
-2.017240e-04,-0.956719
-2.017200e-04,-0.963125
-2.017160e-04,-0.98625
-2.017120e-04,-0.952031
-2.017080e-04,-0.95875
-2.017040e-04,-0.94625
-2.017000e-04,-0.949219
-2.016960e-04,-0.984375
-2.016920e-04,-0.959688
-2.016880e-04,-0.976719
-2.016840e-04,-0.987969
-2.016800e-04,-0.964531
-2.016760e-04,-0.963438
-2.016720e-04,-0.97
-2.016680e-04,-0.955469
-2.016640e-04,-0.946875
-2.016600e-04,-0.956719
-2.016560e-04,-0.957656
-2.016520e-04,-0.94125
-2.016480e-04,-0.987031
-2.016440e-04,-0.930156
-2.016400e-04,-0.962187
-2.016360e-04,-0.9275
-2.016320e-04,-0.94875
-2.016280e-04,-0.941562
-2.016240e-04,-0.944688
-2.016200e-04,-0.930781
-2.016160e-04,-0.968281
-2.016120e-04,-0.969063
-2.016080e-04,-0.947344
-2.016040e-04,-0.945781
-2.016000e-04,-0.9575
-2.015960e-04,-0.975313
-2.015920e-04,-0.948594
-2.015880e-04,-0.957187
-2.015840e-04,-0.962031
-2.015800e-04,-0.944219
-2.015760e-04,-0.927188
-2.015720e-04,-0.948281
-2.015680e-04,-0.9275
-2.015640e-04,-0.93625
-2.015600e-04,-0.932813
-2.015560e-04,-0.941719
-2.015520e-04,-0.941562
-2.015480e-04,-0.9475
-2.015440e-04,-0.927344
-2.015400e-04,-0.920312
-2.015360e-04,-0.95
-2.015320e-04,-0.9425
-2.015280e-04,-0.9275
-2.015240e-04,-0.950625
-2.015200e-04,-0.957656
-2.015160e-04,-0.939219
-2.015120e-04,-0.9425
-2.015080e-04,-0.922656
-2.015040e-04,-0.921563
-2.015000e-04,-0.947031
-2.014960e-04,-0.965469
-2.014920e-04,-0.945
-2.014880e-04,-0.932969
-2.014840e-04,-0.919531
-2.014800e-04,-0.953906
-2.014760e-04,-0.894062
-2.014720e-04,-0.931563
-2.014680e-04,-0.919219
-2.014640e-04,-0.909219
-2.014600e-04,-0.924844
-2.014560e-04,-0.887969
-2.014520e-04,-0.915625
-2.014480e-04,-0.943125
-2.014440e-04,-0.886719
-2.014400e-04,-0.919531
-2.014360e-04,-0.89875
-2.014320e-04,-0.921719
-2.014280e-04,-0.947813
-2.014240e-04,-0.896875
-2.014200e-04,-0.947031
-2.014160e-04,-0.912969
-2.014120e-04,-0.916094
-2.014080e-04,-0.918906
-2.014040e-04,-0.917031
-2.014000e-04,-0.914375
-2.013960e-04,-0.92
-2.013920e-04,-0.9
-2.013880e-04,-0.916406
-2.013840e-04,-0.886875
-2.013800e-04,-0.917344
-2.013760e-04,-0.917344
-2.013720e-04,-0.885781
-2.013680e-04,-0.917969
-2.013640e-04,-0.908594
-2.013600e-04,-0.909844
-2.013560e-04,-0.919844
-2.013520e-04,-0.882188
-2.013480e-04,-0.898906
-2.013440e-04,-0.910312
-2.013400e-04,-0.906719
-2.013360e-04,-0.91375
-2.013320e-04,-0.924063
-2.013280e-04,-0.910781
-2.013240e-04,-0.906094
-2.013200e-04,-0.909375
-2.013160e-04,-0.908906
-2.013120e-04,-0.900469
-2.013080e-04,-0.902188
-2.013040e-04,-0.881563
-2.013000e-04,-0.890313
-2.012960e-04,-0.913125
-2.012920e-04,-0.904062
-2.012880e-04,-0.906094
-2.012840e-04,-0.896406
-2.012800e-04,-0.917344
-2.012760e-04,-0.878906
-2.012720e-04,-0.888437
-2.012680e-04,-0.919063
-2.012640e-04,-0.906563
-2.012600e-04,-0.885938
-2.012560e-04,-0.89125
-2.012520e-04,-0.907344
-2.012480e-04,-0.88
-2.012440e-04,-0.882344
-2.012400e-04,-0.905938
-2.012360e-04,-0.897813
-2.012320e-04,-0.907188
-2.012280e-04,-0.91
-2.012240e-04,-0.863906
-2.012200e-04,-0.885156
-2.012160e-04,-0.881563
-2.012120e-04,-0.879062
-2.012080e-04,-0.874375
-2.012040e-04,-0.880156
-2.012000e-04,-0.878125
-2.011960e-04,-0.897031
-2.011920e-04,-0.903281
-2.011880e-04,-0.867344
-2.011840e-04,-0.87125
-2.011800e-04,-0.899844
-2.011760e-04,-0.875938
-2.011720e-04,-0.887188
-2.011680e-04,-0.879062
-2.011640e-04,-0.880156
-2.011600e-04,-0.866875
-2.011560e-04,-0.87
-2.011520e-04,-0.891094
-2.011480e-04,-0.904219
-2.011440e-04,-0.864219
-2.011400e-04,-0.881875
-2.011360e-04,-0.871719
-2.011320e-04,-0.844063
-2.011280e-04,-0.874375
-2.011240e-04,-0.886875
-2.011200e-04,-0.884375
-2.011160e-04,-0.864531
-2.011120e-04,-0.901406
-2.011080e-04,-0.879219
-2.011040e-04,-0.879688
-2.011000e-04,-0.878437
-2.010960e-04,-0.880313
-2.010920e-04,-0.864063
-2.010880e-04,-0.859531
-2.010840e-04,-0.86625
-2.010800e-04,-0.875313
-2.010760e-04,-0.83625
-2.010720e-04,-0.859375
-2.010680e-04,-0.9175
-2.010640e-04,-0.867031
-2.010600e-04,-0.864844
-2.010560e-04,-0.880469
-2.010520e-04,-0.849219
-2.010480e-04,-0.851406
-2.010440e-04,-0.874844
-2.010400e-04,-0.871563
-2.010360e-04,-0.8575
-2.010320e-04,-0.870938
-2.010280e-04,-0.838906
-2.010240e-04,-0.87
-2.010200e-04,-0.875625
-2.010160e-04,-0.864844
-2.010120e-04,-0.852969
-2.010080e-04,-0.867344
-2.010040e-04,-0.860938
-2.010000e-04,-0.861563
-2.009960e-04,-0.846406
-2.009920e-04,-0.872031
-2.009880e-04,-0.884531
-2.009840e-04,-0.843906
-2.009800e-04,-0.839844
-2.009760e-04,-0.858906
-2.009720e-04,-0.841875
-2.009680e-04,-0.849844
-2.009640e-04,-0.878594
-2.009600e-04,-0.852344
-2.009560e-04,-0.821406
-2.009520e-04,-0.854375
-2.009480e-04,-0.848906
-2.009440e-04,-0.889687
-2.009400e-04,-0.809219
-2.009360e-04,-0.834375
-2.009320e-04,-0.863281
-2.009280e-04,-0.831875
-2.009240e-04,-0.842969
-2.009200e-04,-0.820469
-2.009160e-04,-0.853125
-2.009120e-04,-0.8575
-2.009080e-04,-0.817969
-2.009040e-04,-0.846094
-2.009000e-04,-0.845625
-2.008960e-04,-0.843594
-2.008920e-04,-0.861094
-2.008880e-04,-0.829219
-2.008840e-04,-0.846875
-2.008800e-04,-0.841875
-2.008760e-04,-0.835313
-2.008720e-04,-0.858594
-2.008680e-04,-0.847812
-2.008640e-04,-0.855938
-2.008600e-04,-0.844375
-2.008560e-04,-0.836094
-2.008520e-04,-0.820156
-2.008480e-04,-0.824219
-2.008440e-04,-0.841562
-2.008400e-04,-0.823125
-2.008360e-04,-0.854531
-2.008320e-04,-0.852969
-2.008280e-04,-0.832813
-2.008240e-04,-0.812969
-2.008200e-04,-0.838906
-2.008160e-04,-0.845469
-2.008120e-04,-0.83125
-2.008080e-04,-0.831406
-2.008040e-04,-0.840313
-2.008000e-04,-0.827656
-2.007960e-04,-0.847344
-2.007920e-04,-0.806563
-2.007880e-04,-0.849688
-2.007840e-04,-0.814063
-2.007800e-04,-0.8
-2.007760e-04,-0.832656
-2.007720e-04,-0.828906
-2.007680e-04,-0.800781
-2.007640e-04,-0.811094
-2.007600e-04,-0.806406
-2.007560e-04,-0.841719
-2.007520e-04,-0.784219
-2.007480e-04,-0.80125
-2.007440e-04,-0.799687
-2.007400e-04,-0.811719
-2.007360e-04,-0.8075
-2.007320e-04,-0.81375
-2.007280e-04,-0.801094
-2.007240e-04,-0.803594
-2.007200e-04,-0.803594
-2.007160e-04,-0.836562
-2.007120e-04,-0.803438
-2.007080e-04,-0.824219
-2.007040e-04,-0.803906
-2.007000e-04,-0.784531
-2.006960e-04,-0.80125
-2.006920e-04,-0.799687
-2.006880e-04,-0.809688
-2.006840e-04,-0.797344
-2.006800e-04,-0.81
-2.006760e-04,-0.805781
-2.006720e-04,-0.818281
-2.006680e-04,-0.791094
-2.006640e-04,-0.804531
-2.006600e-04,-0.784062
-2.006560e-04,-0.801094
-2.006520e-04,-0.801094
-2.006480e-04,-0.799531
-2.006440e-04,-0.820625
-2.006400e-04,-0.802813
-2.006360e-04,-0.79375
-2.006320e-04,-0.798281
-2.006280e-04,-0.816719
-2.006240e-04,-0.802188
-2.006200e-04,-0.767188
-2.006160e-04,-0.795625
-2.006120e-04,-0.789687
-2.006080e-04,-0.769844
-2.006040e-04,-0.825781
-2.006000e-04,-0.766563
-2.005960e-04,-0.792188
-2.005920e-04,-0.789844
-2.005880e-04,-0.794844
-2.005840e-04,-0.796563
-2.005800e-04,-0.801719
-2.005760e-04,-0.786719
-2.005720e-04,-0.779219
-2.005680e-04,-0.791094
-2.005640e-04,-0.809531
-2.005600e-04,-0.797344
-2.005560e-04,-0.790938
-2.005520e-04,-0.79125
-2.005480e-04,-0.784687
-2.005440e-04,-0.777031
-2.005400e-04,-0.767031
-2.005360e-04,-0.815781
-2.005320e-04,-0.798438
-2.005280e-04,-0.771875
-2.005240e-04,-0.789062
-2.005200e-04,-0.776406
-2.005160e-04,-0.771563
-2.005120e-04,-0.787344
-2.005080e-04,-0.7975
-2.005040e-04,-0.760781
-2.005000e-04,-0.785938
-2.004960e-04,-0.793125
-2.004920e-04,-0.808281
-2.004880e-04,-0.775781
-2.004840e-04,-0.752812
-2.004800e-04,-0.788594
-2.004760e-04,-0.759062
-2.004720e-04,-0.763594
-2.004680e-04,-0.778906
-2.004640e-04,-0.750313
-2.004600e-04,-0.773281
-2.004560e-04,-0.78
-2.004520e-04,-0.792813
-2.004480e-04,-0.777969
-2.004440e-04,-0.787188
-2.004400e-04,-0.766406
-2.004360e-04,-0.761094
-2.004320e-04,-0.766094
-2.004280e-04,-0.765
-2.004240e-04,-0.781563
-2.004200e-04,-0.771875
-2.004160e-04,-0.747031
-2.004120e-04,-0.787344
-2.004080e-04,-0.786094
-2.004040e-04,-0.750938
-2.004000e-04,-0.759688
-2.003960e-04,-0.760781
-2.003920e-04,-0.741094
-2.003880e-04,-0.773125
-2.003840e-04,-0.766094
-2.003800e-04,-0.71625
-2.003760e-04,-0.756719
-2.003720e-04,-0.747812
-2.003680e-04,-0.7375
-2.003640e-04,-0.780312
-2.003600e-04,-0.761094
-2.003560e-04,-0.774375
-2.003520e-04,-0.758281
-2.003480e-04,-0.745781
-2.003440e-04,-0.780469
-2.003400e-04,-0.776406
-2.003360e-04,-0.717031
-2.003320e-04,-0.759062
-2.003280e-04,-0.736875
-2.003240e-04,-0.780781
-2.003200e-04,-0.750313
-2.003160e-04,-0.738906
