Model,MDO3034
-2.035400e-04,-1.25531
-2.035360e-04,-1.25781
-2.035320e-04,-1.24828
-2.035280e-04,-1.24109
-2.035240e-04,-1.24453
-2.035200e-04,-1.24359
-2.035160e-04,-1.21594
-2.035120e-04,-1.25516
-2.035080e-04,-1.22594
-2.035040e-04,-1.26094
-2.035000e-04,-1.22687
-2.034960e-04,-1.25172
-2.034920e-04,-1.26391
-2.034880e-04,-1.22938
-2.034840e-04,-1.26906
-2.034800e-04,-1.24438
-2.034760e-04,-1.23609
-2.034720e-04,-1.23516
-2.034680e-04,-1.19609
-2.034640e-04,-1.23703
-2.034600e-04,-1.23672
-2.034560e-04,-1.22188
-2.034520e-04,-1.24766
-2.034480e-04,-1.23375
-2.034440e-04,-1.23766
-2.034400e-04,-1.21578
-2.034360e-04,-1.23734
-2.034320e-04,-1.23328
-2.034280e-04,-1.22437
-2.034240e-04,-1.23375
-2.034200e-04,-1.2225
-2.034160e-04,-1.23609
-2.034120e-04,-1.235
-2.034080e-04,-1.22516
-2.034040e-04,-1.22766
-2.034000e-04,-1.22547
-2.033960e-04,-1.23031
-2.033920e-04,-1.20547
-2.033880e-04,-1.23844
-2.033840e-04,-1.23641
-2.033800e-04,-1.20875
-2.033760e-04,-1.20281
-2.033720e-04,-1.23141
-2.033680e-04,-1.21016
-2.033640e-04,-1.23578
-2.033600e-04,-1.22562
-2.033560e-04,-1.22797
-2.033520e-04,-1.22016
-2.033480e-04,-1.19906
-2.033440e-04,-1.22516
-2.033400e-04,-1.20422
-2.033360e-04,-1.21141
-2.033320e-04,-1.20609
-2.033280e-04,-1.23016
-2.033240e-04,-1.23266
-2.033200e-04,-1.20453
-2.033160e-04,-1.20047
-2.033120e-04,-1.17391
-2.033080e-04,-1.20047
-2.033040e-04,-1.23109
-2.033000e-04,-1.1925
-2.032960e-04,-1.19766
-2.032920e-04,-1.225
-2.032880e-04,-1.20266
-2.032840e-04,-1.22094
-2.032800e-04,-1.21687
-2.032760e-04,-1.19828
-2.032720e-04,-1.22437
-2.032680e-04,-1.18672
-2.032640e-04,-1.20578
-2.032600e-04,-1.18531
-2.032560e-04,-1.23719
-2.032520e-04,-1.21594
-2.032480e-04,-1.19813
-2.032440e-04,-1.22094
-2.032400e-04,-1.19562
-2.032360e-04,-1.25125
-2.032320e-04,-1.18703
-2.032280e-04,-1.20297
-2.032240e-04,-1.20078
-2.032200e-04,-1.18828
-2.032160e-04,-1.20391
-2.032120e-04,-1.21156
-2.032080e-04,-1.21156
-2.032040e-04,-1.19984
-2.032000e-04,-1.21063
-2.031960e-04,-1.21797
-2.031920e-04,-1.19953
-2.031880e-04,-1.18766
-2.031840e-04,-1.19562
-2.031800e-04,-1.19766
-2.031760e-04,-1.20063
-2.031720e-04,-1.19562
-2.031680e-04,-1.19547
-2.031640e-04,-1.19625
-2.031600e-04,-1.17047
-2.031560e-04,-1.19625
-2.031520e-04,-1.17437
-2.031480e-04,-1.18672
-2.031440e-04,-1.21547
-2.031400e-04,-1.16547
-2.031360e-04,-1.18688
-2.031320e-04,-1.18609
-2.031280e-04,-1.19047
-2.031240e-04,-1.18078
-2.031200e-04,-1.18547
-2.031160e-04,-1.16594
-2.031120e-04,-1.18312
-2.031080e-04,-1.18797
-2.031040e-04,-1.18203
-2.031000e-04,-1.16391
-2.030960e-04,-1.19453
-2.030920e-04,-1.17969
-2.030880e-04,-1.17547
-2.030840e-04,-1.19547
-2.030800e-04,-1.15859
-2.030760e-04,-1.16797
-2.030720e-04,-1.18656
-2.030680e-04,-1.19719
-2.030640e-04,-1.19078
-2.030600e-04,-1.15781
-2.030560e-04,-1.18859
-2.030520e-04,-1.18891
-2.030480e-04,-1.18125
-2.030440e-04,-1.16891
-2.030400e-04,-1.17891
-2.030360e-04,-1.16234
-2.030320e-04,-1.17969
-2.030280e-04,-1.15094
-2.030240e-04,-1.16516
-2.030200e-04,-1.15797
-2.030160e-04,-1.16875
-2.030120e-04,-1.15312
-2.030080e-04,-1.17859
-2.030040e-04,-1.185
-2.030000e-04,-1.1475
-2.029960e-04,-1.14797
-2.029920e-04,-1.165
-2.029880e-04,-1.155
-2.029840e-04,-1.16187
-2.029800e-04,-1.15156
-2.029760e-04,-1.16703
-2.029720e-04,-1.12766
-2.029680e-04,-1.15719
-2.029640e-04,-1.18016
-2.029600e-04,-1.15844
-2.029560e-04,-1.18312
-2.029520e-04,-1.17609
-2.029480e-04,-1.14484
-2.029440e-04,-1.17516
-2.029400e-04,-1.16688
-2.029360e-04,-1.19266
-2.029320e-04,-1.12656
-2.029280e-04,-1.15406
-2.029240e-04,-1.18078
-2.029200e-04,-1.14859
-2.029160e-04,-1.14703
-2.029120e-04,-1.12734
-2.029080e-04,-1.16766
-2.029040e-04,-1.14938
-2.029000e-04,-1.15781
-2.028960e-04,-1.16484
-2.028920e-04,-1.12813
-2.028880e-04,-1.15766
-2.028840e-04,-1.14625
-2.028800e-04,-1.15156
-2.028760e-04,-1.14437
-2.028720e-04,-1.15844
-2.028680e-04,-1.15656
-2.028640e-04,-1.12125
-2.028600e-04,-1.14359
-2.028560e-04,-1.14406
-2.028520e-04,-1.14359
-2.028480e-04,-1.12531
-2.028440e-04,-1.11
-2.028400e-04,-1.15312
-2.028360e-04,-1.16219
-2.028320e-04,-1.16609
-2.028280e-04,-1.1575
-2.028240e-04,-1.12688
-2.028200e-04,-1.14312
-2.028160e-04,-1.1375
-2.028120e-04,-1.15141
-2.028080e-04,-1.15375
-2.028040e-04,-1.125
-2.028000e-04,-1.16563
-2.027960e-04,-1.10516
-2.027920e-04,-1.14516
-2.027880e-04,-1.16047
-2.027840e-04,-1.14437
-2.027800e-04,-1.13563
-2.027760e-04,-1.14187
-2.027720e-04,-1.11656
-2.027680e-04,-1.13156
-2.027640e-04,-1.15484
-2.027600e-04,-1.13328
-2.027560e-04,-1.15359
-2.027520e-04,-1.14219
-2.027480e-04,-1.11219
-2.027440e-04,-1.13828
-2.027400e-04,-1.11891
-2.027360e-04,-1.10813
-2.027320e-04,-1.13719
-2.027280e-04,-1.14125
-2.027240e-04,-1.13297
-2.027200e-04,-1.12797
-2.027160e-04,-1.14469
-2.027120e-04,-1.11359
-2.027080e-04,-1.12125
-2.027040e-04,-1.12734
-2.027000e-04,-1.14719
-2.026960e-04,-1.12578
-2.026920e-04,-1.13938
-2.026880e-04,-1.13344
-2.026840e-04,-1.12969
-2.026800e-04,-1.11234
-2.026760e-04,-1.08781
-2.026720e-04,-1.11391
-2.026680e-04,-1.12281
-2.026640e-04,-1.11531
-2.026600e-04,-1.12578
-2.026560e-04,-1.11578
-2.026520e-04,-1.11016
-2.026480e-04,-1.12891
-2.026440e-04,-1.11016
-2.026400e-04,-1.15031
-2.026360e-04,-1.12625
-2.026320e-04,-1.10797
-2.026280e-04,-1.11719
-2.026240e-04,-1.10625
-2.026200e-04,-1.12047
-2.026160e-04,-1.09766
-2.026120e-04,-1.13312
-2.026080e-04,-1.095
-2.026040e-04,-1.13016
-2.026000e-04,-1.11703
-2.025960e-04,-1.09594
-2.025920e-04,-1.10766
-2.025880e-04,-1.10672
-2.025840e-04,-1.09266
-2.025800e-04,-1.11187
-2.025760e-04,-1.08609
-2.025720e-04,-1.09219
-2.025680e-04,-1.08281
-2.025640e-04,-1.09078
-2.025600e-04,-1.09578
-2.025560e-04,-1.08094
-2.025520e-04,-1.10688
-2.025480e-04,-1.10531
-2.025440e-04,-1.08547
-2.025400e-04,-1.09969
-2.025360e-04,-1.07766
-2.025320e-04,-1.11844
-2.025280e-04,-1.09703
-2.025240e-04,-1.08797
-2.025200e-04,-1.07797
-2.025160e-04,-1.09656
-2.025120e-04,-1.11078
-2.025080e-04,-1.08656
-2.025040e-04,-1.07328
-2.025000e-04,-1.11484
-2.024960e-04,-1.07266
-2.024920e-04,-1.11297
-2.024880e-04,-1.12016
-2.024840e-04,-1.08281
-2.024800e-04,-1.07953
-2.024760e-04,-1.08625
-2.024720e-04,-1.07937
-2.024680e-04,-1.11141
-2.024640e-04,-1.08313
-2.024600e-04,-1.09688
-2.024560e-04,-1.07062
-2.024520e-04,-1.07906
-2.024480e-04,-1.09703
-2.024440e-04,-1.05125
-2.024400e-04,-1.0775
-2.024360e-04,-1.07563
-2.024320e-04,-1.06297
-2.024280e-04,-1.07937
-2.024240e-04,-1.07672
-2.024200e-04,-1.09766
-2.024160e-04,-1.08219
-2.024120e-04,-1.1125
-2.024080e-04,-1.10141
-2.024040e-04,-1.06688
-2.024000e-04,-1.10766
-2.023960e-04,-1.06937
-2.023920e-04,-1.09531
-2.023880e-04,-1.06875
-2.023840e-04,-1.07688
-2.023800e-04,-1.06609
-2.023760e-04,-1.05625
-2.023720e-04,-1.04672
-2.023680e-04,-1.04797
-2.023640e-04,-1.08734
-2.023600e-04,-1.09031
-2.023560e-04,-1.05953
-2.023520e-04,-1.08875
-2.023480e-04,-1.07375
-2.023440e-04,-1.08156
-2.023400e-04,-1.09688
-2.023360e-04,-1.07266
-2.023320e-04,-1.06422
-2.023280e-04,-1.0625
-2.023240e-04,-1.06578
-2.023200e-04,-1.07125
-2.023160e-04,-1.0625
-2.023120e-04,-1.05828
-2.023080e-04,-1.06016
-2.023040e-04,-1.08062
-2.023000e-04,-1.07578
-2.022960e-04,-1.05391
-2.022920e-04,-1.07484
-2.022880e-04,-1.03297
-2.022840e-04,-1.06141
-2.022800e-04,-1.07734
-2.022760e-04,-1.05516
-2.022720e-04,-1.11625
-2.022680e-04,-1.03516
-2.022640e-04,-1.04313
-2.022600e-04,-1.06844
-2.022560e-04,-1.06188
-2.022520e-04,-1.04719
-2.022480e-04,-1.03969
-2.022440e-04,-1.05828
-2.022400e-04,-1.06812
-2.022360e-04,-1.05516
-2.022320e-04,-1.07062
-2.022280e-04,-1.06547
-2.022240e-04,-1.05391
-2.022200e-04,-1.01625
-2.022160e-04,-1.04219
-2.022120e-04,-1.05609
-2.022080e-04,-1.06266
-2.022040e-04,-1.04828
-2.022000e-04,-1.0425
-2.021960e-04,-1.05313
-2.021920e-04,-1.06234
-2.021880e-04,-1.05609
-2.021840e-04,-1.06219
-2.021800e-04,-1.06047
-2.021760e-04,-1.03656
-2.021720e-04,-1.07172
-2.021680e-04,-1.04797
-2.021640e-04,-1.06031
-2.021600e-04,-1.02031
-2.021560e-04,-1.04266
-2.021520e-04,-1.06906
-2.021480e-04,-1.03547
-2.021440e-04,-1.04234
-2.021400e-04,-1.07297
-2.021360e-04,-1.05578
-2.021320e-04,-1.05141
-2.021280e-04,-1.03188
-2.021240e-04,-1.06297
-2.021200e-04,-1.03859
-2.021160e-04,-1.03203
-2.021120e-04,-1.02906
-2.021080e-04,-1.00687
-2.021040e-04,-1.05703
-2.021000e-04,-1.06344
-2.020960e-04,-1.02609
-2.020920e-04,-1.02797
-2.020880e-04,-1.00469
-2.020840e-04,-1.05812
-2.020800e-04,-1.01172
-2.020760e-04,-1.05641
-2.020720e-04,-1.03453
-2.020680e-04,-1.05
-2.020640e-04,-1.05156
-2.020600e-04,-1.05062
-2.020560e-04,-1.02313
-2.020520e-04,-1.01594
-2.020480e-04,-1.02406
-2.020440e-04,-1.03797
-2.020400e-04,-1.03328
-2.020360e-04,-1.00422
-2.020320e-04,-1.04266
-2.020280e-04,-0.981719
-2.020240e-04,-1.05188
-2.020200e-04,-1.01266
-2.020160e-04,-1.01984
-2.020120e-04,-1.02047
-2.020080e-04,-0.991094
-2.020040e-04,-1.04234
-2.020000e-04,-0.995625
-2.019960e-04,-1.05516
-2.019920e-04,-1.04828
-2.019880e-04,-1.01422
-2.019840e-04,-1.04016
-2.019800e-04,-0.998594
-2.019760e-04,-1.02188
-2.019720e-04,-1.02609
-2.019680e-04,-1.00234
-2.019640e-04,-1.01031
-2.019600e-04,-1.00594
-2.019560e-04,-0.997969
-2.019520e-04,-1.02969
-2.019480e-04,-0.995625
-2.019440e-04,-1.02344
-2.019400e-04,-1.01594
-2.019360e-04,-1.00922
-2.019320e-04,-1.02406
-2.019280e-04,-1.02141
-2.019240e-04,-1.00297
-2.019200e-04,-1.00156
-2.019160e-04,-0.987969
-2.019120e-04,-1.00234
-2.019080e-04,-0.991406
-2.019040e-04,-0.999375
-2.019000e-04,-0.979531
-2.018960e-04,-1.00234
-2.018920e-04,-0.988906
-2.018880e-04,-1.00609
-2.018840e-04,-0.977969
-2.018800e-04,-0.968438
-2.018760e-04,-1.00906
-2.018720e-04,-1.03141
-2.018680e-04,-0.988437
-2.018640e-04,-1.00031
-2.018600e-04,-0.988906
-2.018560e-04,-0.988594
-2.018520e-04,-0.987969
-2.018480e-04,-0.985
-2.018440e-04,-0.990469
-2.018400e-04,-0.99375
-2.018360e-04,-0.995938
-2.018320e-04,-1.00391
-2.018280e-04,-0.977969
-2.018240e-04,-0.99625
-2.018200e-04,-0.985469
-2.018160e-04,-0.992812
-2.018120e-04,-0.96875
-2.018080e-04,-0.973906
-2.018040e-04,-0.978594
-2.018000e-04,-0.990469
-2.017960e-04,-1.01156
-2.017920e-04,-0.992344
-2.017880e-04,-1.00359
-2.017840e-04,-0.994063
-2.017800e-04,-0.985625
-2.017760e-04,-1.01313
-2.017720e-04,-0.984844
-2.017680e-04,-0.993125
-2.017640e-04,-0.996094
-2.017600e-04,-0.977656
-2.017560e-04,-0.983594
-2.017520e-04,-0.974844
-2.017480e-04,-0.982031
-2.017440e-04,-0.985469
-2.017400e-04,-1.00344
-2.017360e-04,-0.988906
-2.017320e-04,-0.969844
-2.017280e-04,-1.00203
-2.017240e-04,-0.964531
-2.017200e-04,-0.960938
-2.017160e-04,-0.967344
-2.017120e-04,-0.964531
-2.017080e-04,-0.955469
-2.017040e-04,-0.974844
-2.017000e-04,-0.98625
-2.016960e-04,-0.982969
-2.016920e-04,-0.967031
-2.016880e-04,-0.9875
-2.016840e-04,-0.970156
-2.016800e-04,-0.9625
-2.016760e-04,-0.990313
-2.016720e-04,-0.958438
-2.016680e-04,-0.968281
-2.016640e-04,-0.975469
-2.016600e-04,-0.943125
-2.016560e-04,-0.987344
-2.016520e-04,-0.972969
-2.016480e-04,-0.9425
-2.016440e-04,-0.971719
-2.016400e-04,-0.966719
-2.016360e-04,-0.962969
-2.016320e-04,-0.962031
-2.016280e-04,-0.98125
-2.016240e-04,-0.945156
-2.016200e-04,-0.958906
-2.016160e-04,-0.968906
-2.016120e-04,-0.951875
-2.016080e-04,-0.953906
-2.016040e-04,-0.9375
-2.016000e-04,-0.946875
-2.015960e-04,-0.941562
-2.015920e-04,-0.959531
-2.015880e-04,-0.955625
-2.015840e-04,-0.92375
-2.015800e-04,-0.94625
-2.015760e-04,-0.958125
-2.015720e-04,-0.926094
-2.015680e-04,-0.975
-2.015640e-04,-0.936406
-2.015600e-04,-0.94625
-2.015560e-04,-0.93125
-2.015520e-04,-0.933125
-2.015480e-04,-0.924844
-2.015440e-04,-0.949375
-2.015400e-04,-0.940156
-2.015360e-04,-0.964688
-2.015320e-04,-0.9475
-2.015280e-04,-0.934375
-2.015240e-04,-0.94125
-2.015200e-04,-0.9675
-2.015160e-04,-0.918281
-2.015120e-04,-0.950937
-2.015080e-04,-0.959375
-2.015040e-04,-0.955937
-2.015000e-04,-0.927031
-2.014960e-04,-0.925312
-2.014920e-04,-0.929844
-2.014880e-04,-0.940781
-2.014840e-04,-0.943125
-2.014800e-04,-0.928906
-2.014760e-04,-0.956562
-2.014720e-04,-0.916094
-2.014680e-04,-0.946094
-2.014640e-04,-0.927656
-2.014600e-04,-0.898125
-2.014560e-04,-0.929375
-2.014520e-04,-0.910781
-2.014480e-04,-0.949219
-2.014440e-04,-0.939219
-2.014400e-04,-0.937188
-2.014360e-04,-0.942813
-2.014320e-04,-0.921563
-2.014280e-04,-0.952656
-2.014240e-04,-0.950469
-2.014200e-04,-0.94875
-2.014160e-04,-0.925
-2.014120e-04,-0.922969
-2.014080e-04,-0.924531
-2.014040e-04,-0.923594
-2.014000e-04,-0.9175
-2.013960e-04,-0.943281
-2.013920e-04,-0.916719
-2.013880e-04,-0.945312
-2.013840e-04,-0.930469
-2.013800e-04,-0.941094
-2.013760e-04,-0.930156
-2.013720e-04,-0.900625
-2.013680e-04,-0.9175
-2.013640e-04,-0.906719
-2.013600e-04,-0.952813
-2.013560e-04,-0.90125
-2.013520e-04,-0.9425
-2.013480e-04,-0.912344
-2.013440e-04,-0.92625
-2.013400e-04,-0.944375
-2.013360e-04,-0.926406
-2.013320e-04,-0.900781
-2.013280e-04,-0.932344
-2.013240e-04,-0.914219
-2.013200e-04,-0.872656
-2.013160e-04,-0.885
-2.013120e-04,-0.90625
-2.013080e-04,-0.921406
-2.013040e-04,-0.910781
-2.013000e-04,-0.932344
-2.012960e-04,-0.896563
-2.012920e-04,-0.918594
-2.012880e-04,-0.907656
-2.012840e-04,-0.88625
-2.012800e-04,-0.907969
-2.012760e-04,-0.923438
-2.012720e-04,-0.919531
-2.012680e-04,-0.91375
-2.012640e-04,-0.885938
-2.012600e-04,-0.929844
-2.012560e-04,-0.886875
-2.012520e-04,-0.910469
-2.012480e-04,-0.928125
-2.012440e-04,-0.905938
-2.012400e-04,-0.895469
-2.012360e-04,-0.910156
-2.012320e-04,-0.906875
-2.012280e-04,-0.8825
-2.012240e-04,-0.880313
-2.012200e-04,-0.935625
-2.012160e-04,-0.886094
-2.012120e-04,-0.896094
-2.012080e-04,-0.902969
-2.012040e-04,-0.915
-2.012000e-04,-0.920469
-2.011960e-04,-0.877188
-2.011920e-04,-0.883125
-2.011880e-04,-0.929688
-2.011840e-04,-0.8625
-2.011800e-04,-0.888281
-2.011760e-04,-0.907969
-2.011720e-04,-0.910156
-2.011680e-04,-0.879844
-2.011640e-04,-0.880938
-2.011600e-04,-0.922344
-2.011560e-04,-0.901875
-2.011520e-04,-0.911094
-2.011480e-04,-0.904375
-2.011440e-04,-0.870469
-2.011400e-04,-0.881406
-2.011360e-04,-0.867656
-2.011320e-04,-0.903438
-2.011280e-04,-0.901094
-2.011240e-04,-0.883281
-2.011200e-04,-0.905625
-2.011160e-04,-0.867031
-2.011120e-04,-0.885
-2.011080e-04,-0.910156
-2.011040e-04,-0.878594
-2.011000e-04,-0.885781
-2.010960e-04,-0.881406
-2.010920e-04,-0.878906
-2.010880e-04,-0.884375
-2.010840e-04,-0.865156
-2.010800e-04,-0.885156
-2.010760e-04,-0.865156
-2.010720e-04,-0.885313
-2.010680e-04,-0.852812
-2.010640e-04,-0.87625
-2.010600e-04,-0.874844
-2.010560e-04,-0.874375
-2.010520e-04,-0.885469
-2.010480e-04,-0.892344
-2.010440e-04,-0.852031
-2.010400e-04,-0.875625
-2.010360e-04,-0.867969
-2.010320e-04,-0.878594
-2.010280e-04,-0.867812
-2.010240e-04,-0.866563
-2.010200e-04,-0.89
-2.010160e-04,-0.878281
-2.010120e-04,-0.881094
-2.010080e-04,-0.864844
-2.010040e-04,-0.866406
-2.010000e-04,-0.878594
-2.009960e-04,-0.860781
-2.009920e-04,-0.874062
-2.009880e-04,-0.842344
-2.009840e-04,-0.853281
-2.009800e-04,-0.874844
-2.009760e-04,-0.873125
-2.009720e-04,-0.865469
-2.009680e-04,-0.869063
-2.009640e-04,-0.849844
-2.009600e-04,-0.851719
-2.009560e-04,-0.850938
-2.009520e-04,-0.885156
-2.009480e-04,-0.860156
-2.009440e-04,-0.874219
-2.009400e-04,-0.869063
-2.009360e-04,-0.821094
-2.009320e-04,-0.875156
-2.009280e-04,-0.819219
-2.009240e-04,-0.865469
-2.009200e-04,-0.825937
-2.009160e-04,-0.838125
-2.009120e-04,-0.862187
-2.009080e-04,-0.875938
-2.009040e-04,-0.855781
-2.009000e-04,-0.876875
-2.008960e-04,-0.85125
-2.008920e-04,-0.873594
-2.008880e-04,-0.836562
-2.008840e-04,-0.834063
-2.008800e-04,-0.863281
-2.008760e-04,-0.874375
-2.008720e-04,-0.845938
-2.008680e-04,-0.825937
-2.008640e-04,-0.867656
-2.008600e-04,-0.835
-2.008560e-04,-0.848125
-2.008520e-04,-0.825781
-2.008480e-04,-0.846094
-2.008440e-04,-0.84875
-2.008400e-04,-0.868906
-2.008360e-04,-0.821719
-2.008320e-04,-0.864531
-2.008280e-04,-0.820937
-2.008240e-04,-0.870156
-2.008200e-04,-0.852031
-2.008160e-04,-0.833906
-2.008120e-04,-0.839063
-2.008080e-04,-0.830469
-2.008040e-04,-0.826406
-2.008000e-04,-0.839375
-2.007960e-04,-0.815937
-2.007920e-04,-0.853281
-2.007880e-04,-0.855625
-2.007840e-04,-0.860781
-2.007800e-04,-0.83
-2.007760e-04,-0.827656
-2.007720e-04,-0.81
-2.007680e-04,-0.849844
-2.007640e-04,-0.810156
-2.007600e-04,-0.809688
-2.007560e-04,-0.801875
-2.007520e-04,-0.842656
-2.007480e-04,-0.829688
-2.007440e-04,-0.856094
-2.007400e-04,-0.807344
-2.007360e-04,-0.840469
-2.007320e-04,-0.838594
-2.007280e-04,-0.806406
-2.007240e-04,-0.820312
-2.007200e-04,-0.820312
-2.007160e-04,-0.820156
-2.007120e-04,-0.806094
-2.007080e-04,-0.827813
-2.007040e-04,-0.832969
-2.007000e-04,-0.815625
-2.006960e-04,-0.849063
-2.006920e-04,-0.845
-2.006880e-04,-0.850313
-2.006840e-04,-0.840938
-2.006800e-04,-0.802813
-2.006760e-04,-0.819375
-2.006720e-04,-0.834063
-2.006680e-04,-0.80375
-2.006640e-04,-0.820156
-2.006600e-04,-0.802813
-2.006560e-04,-0.810156
-2.006520e-04,-0.805781
-2.006480e-04,-0.828125
-2.006440e-04,-0.845625
-2.006400e-04,-0.800469
-2.006360e-04,-0.825469
-2.006320e-04,-0.846406
-2.006280e-04,-0.825313
-2.006240e-04,-0.816875
-2.006200e-04,-0.806094
-2.006160e-04,-0.8
-2.006120e-04,-0.807344
-2.006080e-04,-0.802031
-2.006040e-04,-0.840469
-2.006000e-04,-0.802031
-2.005960e-04,-0.781719
-2.005920e-04,-0.799375
-2.005880e-04,-0.794375
-2.005840e-04,-0.782656
-2.005800e-04,-0.799844
-2.005760e-04,-0.80125
-2.005720e-04,-0.802656
-2.005680e-04,-0.799687
-2.005640e-04,-0.795781
-2.005600e-04,-0.747344
-2.005560e-04,-0.795156
-2.005520e-04,-0.810937
-2.005480e-04,-0.768594
-2.005440e-04,-0.81625
-2.005400e-04,-0.796719
-2.005360e-04,-0.799687
-2.005320e-04,-0.823594
-2.005280e-04,-0.811406
-2.005240e-04,-0.796406
-2.005200e-04,-0.8075
-2.005160e-04,-0.797344
-2.005120e-04,-0.80375
-2.005080e-04,-0.797656
-2.005040e-04,-0.815312
-2.005000e-04,-0.795
-2.004960e-04,-0.785625
-2.004920e-04,-0.767344
-2.004880e-04,-0.798594
-2.004840e-04,-0.780312
-2.004800e-04,-0.809844
-2.004760e-04,-0.785781
-2.004720e-04,-0.801719
-2.004680e-04,-0.785938
-2.004640e-04,-0.779062
-2.004600e-04,-0.780781
-2.004560e-04,-0.762969
-2.004520e-04,-0.783438
-2.004480e-04,-0.762656
-2.004440e-04,-0.786719
-2.004400e-04,-0.780625
-2.004360e-04,-0.787031
-2.004320e-04,-0.759688
-2.004280e-04,-0.765781
-2.004240e-04,-0.755313
-2.004200e-04,-0.77
-2.004160e-04,-0.814688
-2.004120e-04,-0.764844
-2.004080e-04,-0.796406
-2.004040e-04,-0.750469
-2.004000e-04,-0.750156
-2.003960e-04,-0.784062
-2.003920e-04,-0.785156
-2.003880e-04,-0.779375
-2.003840e-04,-0.765
-2.003800e-04,-0.780469
-2.003760e-04,-0.74
-2.003720e-04,-0.770313
-2.003680e-04,-0.795469
-2.003640e-04,-0.778594
-2.003600e-04,-0.760625
-2.003560e-04,-0.763594
-2.003520e-04,-0.770469
-2.003480e-04,-0.782031
-2.003440e-04,-0.769531
-2.003400e-04,-0.774375
-2.003360e-04,-0.791875
-2.003320e-04,-0.7575
-2.003280e-04,-0.751563
-2.003240e-04,-0.741875
-2.003200e-04,-0.761406
-2.003160e-04,-0.771406
